bandwidth,selected_bandwidth,validation_loss,u0,hour,rep,m_target,ScalarRidge_lambda,LR,LR_mae,LR_r2,Pooled,Pooled_mae,Pooled_r2,DVCM,DVCM_mae,DVCM_r2,ScalarRidge,ScalarRidge_mae,ScalarRidge_r2,TL,TL_mae,TL_r2
0.02,0.02,0.1096198599956575,0.6086956521739131,14.0,1,353,10.0,0.21400263403082392,0.3186036729491088,0.7354246102166215,0.28332582664855255,0.36994887716393154,0.6497190730351399,0.22700448551374294,0.3271709626897654,0.7193501822565272,0.22081150535800517,0.341223103995622,0.7270066774489605,0.2190019008554418,0.32435620012587385,0.7292439247556946
0.04,0.04,0.1943827835558591,0.6086956521739131,14.0,2,353,1.0,0.2340516167291612,0.3577780627142403,0.6253880729424228,0.24275770256148638,0.3775107326008535,0.6114535245024092,0.20504440887300315,0.3555037442199683,0.6718156353126903,0.21345088166346432,0.3647040906964125,0.6583606333101368,0.19561374319283156,0.3411374159574977,0.6869099119225073
0.03,0.03,0.1527171920422294,0.6086956521739131,14.0,3,353,10.0,0.21643222988106126,0.3394553025267655,0.7225227083689493,0.27712271221373835,0.3507018284284315,0.6447143769817627,0.24242344430391075,0.3440595469494736,0.689200629729287,0.2317443003849139,0.33809598335221364,0.7028918435249859,0.2127769779924145,0.33073032664228463,0.727208929985981
0.1,0.1,0.14034433317350792,0.6086956521739131,14.0,4,353,10.0,0.26057536000154197,0.37274450075090454,0.6887228607008984,0.3504384886482362,0.41988703573403213,0.5813745004666668,0.3234541856309593,0.41433867939268937,0.6136093082748508,0.2975419909799514,0.39654169748301943,0.644563400879307,0.28669761297247875,0.38882565422151627,0.6575178374139977
0.075,0.075,0.18589405177394758,0.6521739130434783,15.0,0,353,0.0001,0.25870484350856227,0.3726659365629082,0.6840980910117811,0.25418944459985027,0.37447488476336505,0.6896117996681799,0.27278976213762707,0.372306890300674,0.6668991370899229,0.6679690228271083,0.445591400449643,0.1843496758919595,0.25709503159323205,0.36826392790047763,0.68606381631583
0.03,0.03,0.12131595582212117,0.6521739130434783,15.0,1,353,10.0,0.3066293997091507,0.37711388586455663,0.6891203119314546,0.34221730897023617,0.39019283638024627,0.6530391072570427,0.2863204801635334,0.36893643893751843,0.7097107399182667,0.2862035697379115,0.3720931671177175,0.7098292708767586,0.30125984382333904,0.3564555903254452,0.6945642969519098
0.03,0.03,0.29031696692219033,0.6521739130434783,15.0,2,353,1.0,0.21611387876704896,0.3595490199941087,0.684680946871927,0.25018639697945366,0.3815232286300367,0.6349677389941248,0.1994173508593102,0.35160581956624454,0.7090418689951635,0.21509508531607416,0.36197507568513015,0.6861674084917324,0.19809195162528126,0.3476899316288074,0.7109756810847663
0.075,0.075,0.28447270592386165,0.6521739130434783,15.0,3,353,1e-05,0.29599658064206474,0.36440070113557044,0.6466086265350155,0.3094246504821777,0.37024326065990654,0.6305768060542256,0.2860516296501104,0.3628796878989175,0.6584819389985085,0.298171288212192,0.3834273222254952,0.6440122354097366,0.27854976021602385,0.35491744543155573,0.6674384476754539
0.075,0.075,0.24013322054504896,0.6521739130434783,15.0,4,353,0.001,0.45201728440711675,0.4268487884756044,0.5102133841083811,0.3844563181984996,0.43321575642584564,0.583419560392302,0.3562225250265645,0.41141554384606044,0.614012492318797,0.43979881555222894,0.4216625841270754,0.5234527948969798,0.3395182777550679,0.3988390160440865,0.6321125009342956
0.03,0.03,0.23336294452591774,0.6956521739130435,16.0,0,353,0.1,0.3477415673193032,0.3928779690832731,0.6245000579069796,0.367721039289175,0.40480875135536515,0.6029257300934536,0.3342639619700632,0.3826343271935001,0.6390535093887959,0.3691743421795025,0.42780217314661356,0.6013564177004358,0.33823900529011314,0.38149317470970223,0.6347611593312446
