u0,hour,m_target,LR,Pooled,DVCM,ScalarRidge,TL,LR_mae,LR_r2,Pooled_mae,Pooled_r2,DVCM_mae,DVCM_r2,ScalarRidge_mae,ScalarRidge_r2,TL_mae,TL_r2,LR_std,Pooled_std,DVCM_std,ScalarRidge_std,TL_std,LR_mae_std,LR_r2_std,Pooled_mae_std,Pooled_r2_std,DVCM_mae_std,DVCM_r2_std,ScalarRidge_mae_std,ScalarRidge_r2_std,TL_mae_std,TL_r2_std,selected_bandwidth,selected_bandwidth_std,validation_loss,ScalarRidge_lambda,n_success,bandwidth
0.5652173913043478,13.0,353,0.29219792602051475,0.30102188414300174,0.27745502607922956,0.2836339612325509,0.28676048756389444,0.3624547620210147,0.6308721604075902,0.3627686848025403,0.6199533045628646,0.35273185723781114,0.6510420140185029,0.3529562000760279,0.6410742765119931,0.3517640722953416,0.6398628613742918,0.023666665089403238,0.03885186119196994,0.04171604421816766,0.021458393710631716,0.040279294164595754,0.019793628608407436,0.02522483654880399,0.015770217047275572,0.04299620393052598,0.012039947782744562,0.037134985939120894,0.00901438492194454,0.03233890339697217,0.012517220446767799,0.02453676914159217,0.089,0.0687749954561976,0.37627485212769807,8.2,5,cv
0.6086956521739131,14.0,353,0.22502755822627699,0.2775354865195411,0.23963457536401855,0.23329619065044255,0.22250907947690074,0.3416241582568169,0.6949614870035608,0.37570001347706855,0.6279122909038233,0.3541215971940725,0.6792943547637924,0.35405754778702364,0.686265625139578,0.3411748422498321,0.701207555077954,0.023254522111191916,0.0459633892708706,0.04985212067523691,0.037421926262511326,0.03717906660828981,0.023726641641666834,0.04282789357188629,0.02667522622854341,0.0307784913957889,0.03556714440138798,0.04065518836823222,0.027064382506296236,0.03392581915592055,0.027733948911881728,0.029962155377928023,0.042,0.033466401061363026,0.16211538584884527,8.2,5,cv
0.6521739130434783,15.0,353,0.3058923974067887,0.3080948238460435,0.2801603495674291,0.381447556329103,0.2749029730025888,0.38011566640654965,0.6429442720917119,0.38992999337188,0.638323002473175,0.37342887610988296,0.6716292354641318,0.39694990992101226,0.5495622771134334,0.3652331822660745,0.6782309485924511,0.08907553061129843,0.05756814671220583,0.055749139735491886,0.17970734448158718,0.0526786889713521,0.02701129827317247,0.07615564589547263,0.025351666069557865,0.038512185610604724,0.022649276690546154,0.03988991243058121,0.03535770049742143,0.21640772570749184,0.020185165794792514,0.03018169512236712,0.056999999999999995,0.024647515087732476,0.22442658019743394,2.200222,5,cv
0.6956521739130435,16.0,353,0.33114245378609936,0.3651977963332642,0.3150622741544303,0.4966316959875966,0.3040222836357615,0.385767008953966,0.6548127255098051,0.41056300527629314,0.621547297007121,0.38778264565863224,0.6731378074352288,0.4136117720178891,0.454294114810332,0.38022229335715074,0.6841331020933573,0.06535603144785516,0.07982897604656729,0.06647862273768847,0.36445204251964025,0.06289536986036255,0.02032890780939281,0.04358654761500688,0.029761542592851402,0.03995110137332687,0.022903635709075637,0.03433280337476558,0.024101668727937325,0.4622253553845364,0.02339975145432258,0.037463901197339715,0.04,0.007071067811865476,0.20189631100016917,2.4200019999999998,5,cv
0.7391304347826086,17.0,353,0.42004436991568117,0.3197032663391683,0.3015302228847693,0.3220627903863488,0.3226112629771779,0.39005602344929213,0.6063071473404242,0.37467462370697585,0.7008329162416135,0.3708486408156235,0.7159151230483388,0.37661772636010954,0.6975952315270458,0.3680767659091805,0.697278079480623,0.15891396373807024,0.10852731484045337,0.09305949168161741,0.10320732973120658,0.11515988616411135,0.03239476018823447,0.11756192112893983,0.02793879658872227,0.0678516143976775,0.02900350459250559,0.061971754030327085,0.0332919107356891,0.06793350450465009,0.03170651879896491,0.08366240095368693,0.087,0.07032069396699667,0.21189138019097803,4.24,5,cv
0.782608695652174,18.0,353,0.3761984909440642,0.32428041801189805,0.35743257374651766,0.36430569505195887,0.35612512804190116,0.4315247680916137,0.6701484157403097,0.4067705563385129,0.7182160249530172,0.4329093893570898,0.6861701486974476,0.4257648679895216,0.680893392958981,0.4332392893757134,0.6882415388459956,0.061391693978449256,0.07278084822972247,0.053534744889726135,0.05811066177932485,0.06425848885114069,0.02483367482872719,0.04850663797844203,0.023148729622833927,0.0402728802906201,0.02246046337876599,0.044500792138270434,0.023534692155874958,0.0415434210109437,0.02773671849417937,0.04614954980803138,0.02,0.0,0.371126261595914,8.001999999999999,5,cv
0.8260869565217391,19.0,353,0.4417391211832392,0.4495635978850995,0.4335827388990806,0.4333855922730213,0.42756653514893017,0.41149832802051656,0.6472079131576529,0.4413233218519199,0.6430863545943679,0.42807719966878793,0.6547321537498277,0.41536242724576217,0.6544403360062792,0.41349883865877707,0.6592739184341838,0.10382839386027623,0.09393402394700333,0.09916144080392898,0.10540137213644611,0.10262528699950448,0.03207850531700947,0.07817972567645161,0.023778252823646387,0.04974513443258353,0.022570573052776568,0.0662839708798975,0.028191913996148472,0.07554991960353583,0.030173202881525855,0.0720548743578873,0.065,0.01369306393762915,0.2204047701554202,8.02,5,cv
0.8695652173913043,20.0,353,0.4468362930045022,0.5392320445394596,0.4516901469044857,0.43735827486935663,0.4461844506796563,0.4006445564945822,0.6821049925193781,0.4587035884308971,0.615187746108915,0.4112703941747964,0.6785918707307652,0.39446577496831786,0.6896519300179194,0.39149337961453584,0.6819571009421191,0.13620429123638145,0.15584204488989267,0.1365811549670001,0.13952487731448376,0.129483467753801,0.02412551753061188,0.06604515705594517,0.035314812428923675,0.078398502109297,0.026011695893164398,0.06570360744628664,0.029179877313128273,0.06755951215755314,0.026436687103007527,0.06306874808835024,0.026000000000000002,0.00894427190999916,0.25095776813611426,8.02,5,cv
0.9130434782608695,21.0,353,0.39404155772714466,0.41031258198172427,0.3677698363486454,0.4550720269642247,0.37391219660797514,0.40836714307563476,0.7015562024121903,0.43060635410542536,0.6889820679242542,0.41069872878836555,0.7213305031996968,0.42068551159793993,0.6589422007334169,0.41504751044089094,0.7173960026133714,0.038441425646785814,0.03107198674286354,0.02340813462255187,0.19744099352160482,0.07256337461344893,0.015767382853982943,0.03780063297595277,0.017193360904347144,0.037176055313768185,0.023412604179673828,0.030487493985291072,0.02281769655876371,0.13442536178185352,0.040599088915406305,0.05426190389303759,0.088,0.08167006795638167,0.9459510419575341,10.0,5,cv
0.9565217391304348,22.0,353,0.364438797872371,0.47276522582822145,0.3932373706891737,0.37671184514782347,0.36732348238655066,0.3794953100215607,0.7142790824009972,0.4485140724061214,0.6310256583668689,0.4194466132143953,0.6916905338077683,0.3934769413683632,0.7047989229304723,0.3942896919464823,0.7135264415925227,0.04116769229447155,0.08331542727047843,0.06817941018063287,0.05018187145481152,0.06044417655684107,0.010472915276607106,0.00530356232242829,0.015057394757501253,0.033250175756157074,0.034085916765158604,0.03866909936935664,0.023096253426260704,0.017764864321346226,0.029305616001458246,0.01740057437851711,0.062,0.07823042886243178,0.22953067941038158,6.020002,5,cv
1.0,23.0,353,0.3369384383145324,0.41060485206126385,0.37583811551923596,0.36300854162615237,0.3422290768326055,0.36781400219350446,0.7003299641511342,0.4169241413890078,0.6366099229539373,0.39612430288074857,0.6668176304653877,0.3823085420029108,0.675927195118659,0.3713715067888673,0.6953682388778774,0.05054301348942259,0.05603851474626273,0.03081976594207494,0.0673995500929058,0.046488692398009374,0.016802733517511943,0.05459733849427554,0.01488318348219064,0.04263565285012392,0.0403785092941187,0.028738786114137483,0.02547989027849797,0.07858248866174963,0.012297085698486058,0.053764031933950074,0.10800000000000001,0.09011104260855048,0.25411902600939995,2.242,5,cv
